State,Industry,Year,Value
Colorado,Manufacturing,2010,27.284166666666668
Colorado,Manufacturing,2011,26.678333333333338
Colorado,Manufacturing,2012,26.659166666666664
Colorado,Manufacturing,2013,27.137500000000003
Colorado,Manufacturing,2014,27.350000000000005
Colorado,Manufacturing,2015,30.0175
Colorado,Manufacturing,2016,32.24333333333333
Colorado,Manufacturing,2017,31.256666666666664
Colorado,Manufacturing,2018,31.042857142857144
Colorado,Other Services,2008,20.793333333333333
Colorado,Other Services,2009,20.658333333333335
Colorado,Other Services,2010,20.791666666666668
Colorado,Other Services,2011,21.264166666666664
Colorado,Other Services,2012,21.594166666666666
Colorado,Other Services,2013,22.043333333333337
Colorado,Other Services,2014,24.16
Colorado,Other Services,2015,23.44583333333333
Colorado,Other Services,2016,23.940833333333334
Colorado,Other Services,2017,26.334166666666665
Colorado,Other Services,2018,25.669999999999998
Colorado,Professional and Business Services,2008,29.887499999999992
Colorado,Professional and Business Services,2009,29.515000000000004
Colorado,Professional and Business Services,2010,29.43083333333334
Colorado,Professional and Business Services,2011,29.701666666666668
Colorado,Professional and Business Services,2012,29.82583333333334
Colorado,Professional and Business Services,2013,31.474166666666665
Colorado,Professional and Business Services,2014,32.02666666666667
Colorado,Professional and Business Services,2015,32.37166666666666
Colorado,Professional and Business Services,2016,32.40583333333334
Colorado,Professional and Business Services,2017,32.108333333333334
Colorado,Professional and Business Services,2018,34.212857142857146
Colorado,Trade Transportation and Utilities,2008,19.336666666666666
Colorado,Trade Transportation and Utilities,2009,19.48333333333333
Colorado,Trade Transportation and Utilities,2010,19.39166666666667
Colorado,Trade Transportation and Utilities,2011,20.171666666666667
Colorado,Trade Transportation and Utilities,2012,22.22083333333333
Colorado,Trade Transportation and Utilities,2013,22.854166666666668
Colorado,Trade Transportation and Utilities,2014,22.790833333333335
Colorado,Trade Transportation and Utilities,2015,22.9475
Colorado,Trade Transportation and Utilities,2016,22.93916666666667
Colorado,Trade Transportation and Utilities,2017,21.927500000000006
Colorado,Trade Transportation and Utilities,2018,23.10571428571429
Connecticut,Construction,2008,28.9175
Connecticut,Construction,2009,28.876666666666665
Connecticut,Construction,2010,29.26833333333333
Connecticut,Construction,2011,29.104166666666668
Connecticut,Construction,2012,28.8025
Connecticut,Construction,2013,29.584999999999994
Connecticut,Construction,2014,30.653333333333332
Connecticut,Construction,2015,31.104166666666668
Connecticut,Construction,2016,30.850833333333338
Connecticut,Construction,2017,31.43916666666667
Connecticut,Construction,2018,30.974285714285713
Connecticut,Financial Activities,2008,42.445
Connecticut,Financial Activities,2009,41.3675
Connecticut,Financial Activities,2010,41.350833333333334
Connecticut,Financial Activities,2011,42.3975
Connecticut,Financial Activities,2012,41.47416666666667
Connecticut,Financial Activities,2013,42.96416666666667
Connecticut,Financial Activities,2014,43.86916666666667
Connecticut,Financial Activities,2015,44.107499999999995
Connecticut,Financial Activities,2016,44.839166666666664
Connecticut,Financial Activities,2017,47.020833333333336
Connecticut,Financial Activities,2018,47.60428571428571
Connecticut,Leisure and Hospitality,2008,15.533333333333333
Connecticut,Leisure and Hospitality,2009,15.350833333333334
Connecticut,Leisure and Hospitality,2010,15.289166666666667
Connecticut,Leisure and Hospitality,2011,15.224999999999996
Connecticut,Leisure and Hospitality,2012,15.134166666666665
Connecticut,Leisure and Hospitality,2013,15.2525
Connecticut,Leisure and Hospitality,2014,15.545
Connecticut,Leisure and Hospitality,2015,16.244999999999997
Connecticut,Leisure and Hospitality,2016,16.603333333333335
Connecticut,Leisure and Hospitality,2017,17.31416666666667
Connecticut,Leisure and Hospitality,2018,17.967142857142854
Connecticut,Manufacturing,2008,29.081666666666663
Connecticut,Manufacturing,2009,29.579166666666662
Connecticut,Manufacturing,2010,29.94916666666667
Connecticut,Manufacturing,2011,30.5475
Connecticut,Manufacturing,2012,30.57166666666667
Connecticut,Manufacturing,2013,30.164166666666663
Connecticut,Manufacturing,2014,30.28333333333333
Connecticut,Manufacturing,2015,30.921666666666667
Connecticut,Manufacturing,2016,31.535833333333333
Connecticut,Manufacturing,2017,31.162499999999998
Connecticut,Manufacturing,2018,33.91428571428572
Connecticut,Other Services,2008,22.673333333333332
Connecticut,Other Services,2009,22.117500000000003
Connecticut,Other Services,2010,21.98166666666667
Connecticut,Other Services,2011,20.3625
Connecticut,Other Services,2012,20.083333333333332
Connecticut,Other Services,2013,21.47083333333333
Connecticut,Other Services,2014,22.489166666666666
Connecticut,Other Services,2015,21.94416666666667
Connecticut,Other Services,2016,23.011666666666667
Connecticut,Other Services,2017,25.1125
Connecticut,Other Services,2018,25.127142857142854
Connecticut,Professional and Business Services,2008,31.086666666666662
Connecticut,Professional and Business Services,2009,30.521666666666665
Connecticut,Professional and Business Services,2010,30.03916666666667
Connecticut,Professional and Business Services,2011,30.37666666666667
Connecticut,Professional and Business Services,2012,30.303333333333327
Connecticut,Professional and Business Services,2013,30.566666666666666
Connecticut,Professional and Business Services,2014,31.845
Connecticut,Professional and Business Services,2015,33.59166666666666
Connecticut,Professional and Business Services,2016,35.16833333333333
Connecticut,Professional and Business Services,2017,35.785833333333336
Connecticut,Professional and Business Services,2018,36.17
Connecticut,Trade Transportation and Utilities,2008,22.36583333333333
Connecticut,Trade Transportation and Utilities,2009,21.956666666666667
Connecticut,Trade Transportation and Utilities,2010,22.708333333333332
Connecticut,Trade Transportation and Utilities,2011,25.17
Connecticut,Trade Transportation and Utilities,2012,25.241666666666664
Connecticut,Trade Transportation and Utilities,2013,24.296666666666667
Connecticut,Trade Transportation and Utilities,2014,23.853333333333335
Connecticut,Trade Transportation and Utilities,2015,24.660833333333333
Connecticut,Trade Transportation and Utilities,2016,26.521666666666665
Connecticut,Trade Transportation and Utilities,2017,26.578333333333337
Connecticut,Trade Transportation and Utilities,2018,26.262857142857143
Delaware,Financial Activities,2008,28.65166666666666
Delaware,Financial Activities,2009,26.733333333333334
Delaware,Financial Activities,2010,27.108333333333334
Delaware,Financial Activities,2011,26.912500000000005
Delaware,Financial Activities,2012,26.789999999999996
Delaware,Financial Activities,2013,25.728333333333335
Delaware,Financial Activities,2014,24.517500000000002
Delaware,Financial Activities,2015,28.412499999999998
Delaware,Financial Activities,2016,31.535
Delaware,Financial Activities,2017,31.384166666666662
Delaware,Financial Activities,2018,32.324285714285715
Delaware,Leisure and Hospitality,2008,12.473333333333334
Delaware,Leisure and Hospitality,2009,12.741666666666665
Delaware,Leisure and Hospitality,2010,13.184166666666668
Delaware,Leisure and Hospitality,2011,13.163333333333334
Delaware,Leisure and Hospitality,2012,13.296666666666665
Delaware,Leisure and Hospitality,2013,13.15
Delaware,Leisure and Hospitality,2014,13.14
Delaware,Leisure and Hospitality,2015,13.202499999999999
Delaware,Leisure and Hospitality,2016,13.635
Delaware,Leisure and Hospitality,2017,14.549999999999999
Delaware,Leisure and Hospitality,2018,14.624285714285715
Delaware,Manufacturing,2008,22.377499999999998
Delaware,Manufacturing,2009,20.682499999999994
Delaware,Manufacturing,2010,20.834166666666665
Delaware,Manufacturing,2011,20.9675
Delaware,Manufacturing,2012,21.141666666666662
Delaware,Manufacturing,2013,21.842499999999998
Delaware,Manufacturing,2014,22.41916666666667
Delaware,Manufacturing,2015,22.64916666666667
Delaware,Manufacturing,2016,22.86666666666667
Delaware,Manufacturing,2017,23.89333333333333
Delaware,Manufacturing,2018,24.30428571428572
Delaware,Professional and Business Services,2008,28.94666666666667
Delaware,Professional and Business Services,2009,28.16583333333334
Delaware,Professional and Business Services,2010,27.363333333333333
Delaware,Professional and Business Services,2011,26.74416666666666
Delaware,Professional and Business Services,2012,25.23333333333333
Delaware,Professional and Business Services,2013,27.204166666666666
Delaware,Professional and Business Services,2014,26.37583333333333
Delaware,Professional and Business Services,2015,25.150000000000002
Delaware,Professional and Business Services,2016,28.046666666666667
Delaware,Professional and Business Services,2017,32.97666666666667
Delaware,Professional and Business Services,2018,30.292857142857144
Delaware,Trade Transportation and Utilities,2008,17.31
Delaware,Trade Transportation and Utilities,2009,18.172500000000003
Delaware,Trade Transportation and Utilities,2010,18.7825
Delaware,Trade Transportation and Utilities,2011,19.39333333333333
Delaware,Trade Transportation and Utilities,2012,19.125
Delaware,Trade Transportation and Utilities,2013,18.885
Delaware,Trade Transportation and Utilities,2014,18.29
Delaware,Trade Transportation and Utilities,2015,18.839166666666667
Delaware,Trade Transportation and Utilities,2016,19.83916666666667
Delaware,Trade Transportation and Utilities,2017,21.313333333333336
Delaware,Trade Transportation and Utilities,2018,21.951428571428572
District of Columbia,Leisure and Hospitality,2008,17.266666666666666
District of Columbia,Leisure and Hospitality,2009,16.717499999999998
District of Columbia,Leisure and Hospitality,2010,17.418333333333337
District of Columbia,Leisure and Hospitality,2011,17.91916666666667
District of Columbia,Leisure and Hospitality,2012,17.508333333333336
District of Columbia,Leisure and Hospitality,2013,17.699166666666667
District of Columbia,Leisure and Hospitality,2014,17.480833333333333
District of Columbia,Leisure and Hospitality,2015,17.897499999999997
District of Columbia,Leisure and Hospitality,2016,17.865
District of Columbia,Leisure and Hospitality,2017,19.454999999999995
District of Columbia,Leisure and Hospitality,2018,19.958571428571428
District of Columbia,Other Services,2008,38.795
District of Columbia,Other Services,2009,38.95333333333334
District of Columbia,Other Services,2010,39.53750000000001
District of Columbia,Other Services,2011,40.351666666666674
District of Columbia,Other Services,2012,40.09333333333334
District of Columbia,Other Services,2013,41.03416666666667
District of Columbia,Other Services,2014,43.2575
District of Columbia,Other Services,2015,45.5375
District of Columbia,Other Services,2016,47.487500000000004
District of Columbia,Other Services,2017,49.70583333333334
District of Columbia,Other Services,2018,52.932857142857145
District of Columbia,Professional and Business Services,2008,38.20166666666667
District of Columbia,Professional and Business Services,2009,37.76166666666666
District of Columbia,Professional and Business Services,2010,39.071666666666665
District of Columbia,Professional and Business Services,2011,40.5425
District of Columbia,Professional and Business Services,2012,44.328333333333326
District of Columbia,Professional and Business Services,2013,47.169166666666676
District of Columbia,Professional and Business Services,2014,48.445
District of Columbia,Professional and Business Services,2015,47.649166666666666
District of Columbia,Professional and Business Services,2016,47.3475
District of Columbia,Professional and Business Services,2017,46.82666666666666
